# Zeit / s, Strecke / m
452.56526,81.21324
452.62526,81.59266
452.68527,81.97663
452.74527,82.35407
452.80528,82.73318
452.86529,83.11483
452.92529,83.49253
452.98530,83.87399
453.04530,84.25372
453.10531,84.63108
453.16532,85.01161
453.22532,85.39386
453.28533,85.77209
453.34533,86.15228
453.40534,86.53038
453.46535,86.90838
453.52535,87.28729
453.58536,87.66815
453.64536,88.04807
453.70537,88.42865
453.76538,88.80750
453.82538,89.18786
453.88539,89.56771
453.94539,89.94767
454.00540,90.32758
454.06541,90.70663
454.12541,91.08657
454.18542,91.46611
454.24542,91.84567
454.30543,92.22579
454.36544,92.60350
454.42544,92.98098
454.48545,93.35947
454.54545,93.73893
454.60546,94.11788
454.66547,94.49537
454.72547,94.87490
454.78548,95.25548
454.84548,95.63323
454.90549,96.01047
454.96550,96.38857
455.02550,96.76818
455.08551,97.14621
455.14551,97.52654
455.20552,97.90737
455.26553,98.28533
455.32553,98.66310
455.38554,99.04096
455.44554,99.41903
455.50555,99.79800
455.56556,100.17500
455.62556,100.55560
455.68557,100.93402
455.74557,101.30925
455.80558,101.69026
455.86559,102.06856
455.92559,102.44535
455.98560,102.82120
456.04560,103.19672
456.10561,103.57394
456.16562,103.95136
456.22562,104.33050
456.28563,104.70737
456.34563,105.08417
456.40564,105.46222
456.46565,105.84191
456.52565,106.21883
456.58566,106.59788
456.64566,106.97763
456.70567,107.35505
456.76568,107.73250
456.82568,108.10741
456.88569,108.48506
456.94569,108.85935
457.00570,109.23566
457.06571,109.61211
457.12571,109.98946
457.18572,110.36940
457.24572,110.74696
457.30573,111.12439
457.36574,111.50213
457.42574,111.87920
457.48575,112.25576
457.54575,112.63543
457.60576,113.01260
457.66577,113.39204
457.72577,113.76688
457.78578,114.14513
457.84578,114.52384
457.90579,114.89924
457.96580,115.27546
458.02580,115.65096
458.08581,116.02457
458.14581,116.40156
458.20582,116.77959
458.26583,117.15513
458.32583,117.53434
458.38584,117.91033
458.44584,118.28699
458.50585,118.66249
458.56586,119.03583
458.62586,119.41190
458.68587,119.78885
458.74587,120.16593
458.80588,120.54129
458.86589,120.91841
458.92589,121.29169
458.98590,121.66540
459.04590,122.04103
459.10591,122.41569
459.16592,122.79266
459.22592,123.16863
459.28593,123.54474
459.34593,123.91933
459.40594,124.29338
459.46595,124.67056
459.52595,125.04545
459.58596,125.42088
459.64596,0.12952
459.70597,0.50496
459.76598,0.87778
459.82598,1.25443
459.88599,1.63227
459.94599,2.00525
460.00600,2.38049
460.06601,2.75638
460.12601,3.13128
460.18602,3.50566
460.24602,3.87880
460.30603,4.25352
460.36604,4.62976
460.42604,5.00567
460.48605,5.38181
460.54605,5.75641
460.60606,6.13133
460.66607,6.50784
460.72607,6.88243
460.78608,7.25751
460.84608,7.63196
460.90609,8.00892
460.96610,8.38526
461.02610,8.75767
461.08611,9.13018
461.14611,9.50256
461.20612,9.87594
461.26613,10.25367
461.32613,10.62728
461.38614,11.00156
461.44614,11.37506
461.50615,11.74774
461.56616,12.12094
461.62616,12.49336
461.68617,12.86827
461.74617,13.24285
461.80618,13.61648
461.86619,13.99227
461.92619,14.36385
461.98620,14.74012
462.04620,15.11518
462.10621,15.48913
462.16622,15.86004
462.22622,16.23429
462.28623,16.60873
462.34623,16.98298
462.40624,17.35602
462.46625,17.72801
462.52625,18.10105
462.58626,18.47285
462.64626,18.84733
462.70627,19.22026
462.76628,19.59501
462.82628,19.96563
462.88629,20.33975
462.94629,20.71172
463.00630,21.08408
463.06631,21.45698
463.12631,21.82907
463.18632,22.20488
463.24632,22.57577
463.30633,22.94858
463.36634,23.32280
463.42634,23.69577
463.48635,24.07015
463.54635,24.44321
463.60636,24.81554
463.66637,25.18713
463.72637,25.55962
463.78638,25.93288
463.84638,26.30731
463.90639,26.67901
463.96640,27.05017
464.02640,27.42152
464.08641,27.79230
464.14641,28.16476
464.20642,28.53745
464.26643,28.90798
464.32643,29.28162
464.38644,29.65357
464.44644,30.02672
464.50645,30.40072
464.56646,30.77242
464.62646,31.14302
464.68647,31.51513
464.74647,31.88604
464.80648,32.25789
464.86649,32.62828
464.92649,32.99689
464.98650,33.36875
465.04650,33.73944
465.10651,34.11153
465.16652,34.48102
465.22652,34.85379
465.28653,35.22728
465.34653,35.59566
465.40654,35.96617
465.46655,36.33797
465.52655,36.70778
465.58656,37.07810
465.64656,37.45059
465.70657,37.82371
465.76658,38.19380
465.82658,38.56429
465.88659,38.93797
465.94659,39.30780
466.00660,39.67941
466.06661,40.04885
466.12661,40.41805
466.18662,40.78869
466.24662,41.15947
466.30663,41.52987
466.36664,41.90084
466.42664,42.27131
466.48665,42.63999
466.54665,43.01031
466.60666,43.38034
466.66667,43.75024
466.72667,44.11760
466.78668,44.49078
466.84668,44.86192
466.90669,45.23000
466.96670,45.60263
467.02670,45.96990
467.08671,46.34257
467.14671,46.71392
467.20672,47.08340
467.26673,47.45275
467.32673,47.82131
467.38674,48.19209
467.44674,48.56151
467.50675,48.92900
467.56676,49.29635
467.62676,49.66603
467.68677,50.03465
467.74677,50.40504
467.80678,50.77664
467.86679,51.14505
467.92679,51.51396
467.98680,51.88310
468.04680,52.25424
468.10681,52.62595
468.16682,52.99666
468.22682,53.36654
468.28683,53.73503
468.34683,54.10368
468.40684,54.47190
468.46685,54.83918
468.52685,55.20641
468.58686,55.57572
468.64686,55.94586
468.70687,56.31522
468.76688,56.68210
468.82688,57.05102
468.88689,57.41943
468.94689,57.78778
469.00690,58.15340
469.06691,58.52361
469.12691,58.89336
469.18692,59.25817
469.24692,59.62655
469.30693,59.99638
469.36694,60.36774
469.42694,60.73609
469.48695,61.10142
469.54695,61.46726
469.60696,61.83621
469.66697,62.20457
469.72697,62.57263
469.78698,62.94188
469.84698,63.30924
469.90699,63.67493
469.96700,64.04418
470.02700,64.41224
470.08701,64.77817
470.14701,65.14344
470.20702,65.50860
470.26703,65.87601
470.32703,66.24051
470.38704,66.60709
470.44704,66.97461
470.50705,67.34059
470.56706,67.71002
470.62706,68.07899
470.68707,68.44482
470.74707,68.80963
470.80708,69.17504
470.86709,69.54199
470.92709,69.90761
470.98710,70.27346
471.04710,70.63763
471.10711,71.00355
471.16712,71.37118
471.22712,71.73631
471.28713,72.10474
471.34713,72.47119
471.40714,72.84023
471.46715,73.20645
471.52715,73.57184
471.58716,73.93761
471.64716,74.30483
471.70717,74.67387
471.76718,75.04131
471.82718,75.40880
471.88719,75.77659
471.94719,76.14243
472.00720,76.50728
472.06721,76.87234
472.12721,77.23637
472.18722,77.60324
472.24722,77.97172
472.30723,78.33707
472.36724,78.70458
472.42724,79.07046
472.48725,79.43684
472.54725,79.80253
472.60726,80.16739
472.66727,80.53139
472.72727,80.89916
472.78728,81.26582
472.84728,81.63150
472.90729,81.99600
472.96730,82.35959
473.02730,82.72205
473.08731,83.08761
473.14731,83.45479
473.20732,83.82108
473.26733,84.18539
473.32733,84.54855
473.38734,84.91264
473.44734,85.27745
473.50735,85.64555
473.56736,86.00779
473.62736,86.37198
473.68737,86.73481
473.74737,87.09897
473.80738,87.46310
473.86739,87.82647
473.92739,88.19191
473.98740,88.55843
474.04740,88.92142
474.10741,89.28796
474.16742,89.65295
474.22742,90.01885
474.28743,90.38332
474.34743,90.74723
474.40744,91.11232
474.46745,91.47779
474.52745,91.84447
474.58746,92.20961
474.64746,92.57500
474.70747,92.93696
474.76748,93.30228
474.82748,93.66590
474.88749,94.02748
474.94749,94.38992
475.00750,94.75208
475.06751,95.11458
475.12751,95.47602
475.18752,95.84081
475.24752,96.20380
475.30753,96.56894
475.36754,96.93164
475.42754,97.29591
475.48755,97.65999
475.54755,98.02066
475.60756,98.38469
475.66757,98.74922
475.72757,99.11369
475.78758,99.47787
475.84758,99.84421
475.90759,100.20537
475.96760,100.56575
476.02760,100.92954
476.08761,101.29312
476.14761,101.65592
476.20762,102.01753
476.26763,102.37950
476.32763,102.74525
476.38764,103.10576
476.44764,103.47044
476.50765,103.83487
476.56766,104.19833
476.62766,104.56292
476.68767,104.92507
476.74767,105.28881
476.80768,105.65157
476.86769,106.01459
476.92769,106.37875
476.98770,106.74084
477.04770,107.10399
477.10771,107.46837
477.16772,107.82952
477.22772,108.19009
477.28773,108.55215
477.34773,108.91134
477.40774,109.27295
477.46775,109.63388
477.52775,109.99792
477.58776,110.35963
477.64776,110.72110
477.70777,111.08217
477.76778,111.44306
477.82778,111.80720
477.88779,112.16840
477.94779,112.53006
478.00780,112.89365
478.06781,113.25585
478.12781,113.61498
478.18782,113.97473
478.24782,114.33421
478.30783,114.69465
478.36784,115.05567
478.42784,115.41566
478.48785,115.77658
478.54785,116.13717
478.60786,116.49743
478.66787,116.85747
478.72787,117.21892
478.78788,117.58162
478.84788,117.94176
478.90789,118.30325
478.96790,118.66370
479.02790,119.02494
479.08791,119.38758
479.14791,119.74483
479.20792,120.10742
479.26793,120.46866
479.32793,120.82802
479.38794,121.18744
479.44794,121.55044
479.50795,121.90895
479.56796,122.27056
479.62796,122.63240
479.68797,122.99136
479.74797,123.35172
479.80798,123.71127
479.86799,124.07235
479.92799,124.42984
479.98800,124.78963
480.04800,125.14883
480.10801,125.51018
480.16802,0.20615
480.22802,0.56760
480.28803,0.92657
480.34803,1.28593
480.40804,1.64333
480.46805,2.00166
480.52805,2.36150
480.58806,2.72149
480.64806,3.08030
480.70807,3.43785
480.76808,3.79996
480.82808,4.16212
480.88809,4.51858
480.94809,4.87649
481.00810,5.23571
481.06811,5.59555
481.12811,5.95277
481.18812,6.31337
481.24812,6.67181
481.30813,7.03251
481.36814,7.39119
481.42814,7.75050
481.48815,8.10772
481.54815,8.46641
481.60816,8.82357
481.66817,9.18328
481.72817,9.54060
481.78818,9.89771
481.84818,10.25768
481.90819,10.61668
481.96820,10.97487
482.02820,11.33211
482.08821,11.69022
482.14821,12.04994
482.20822,12.40537
482.26823,12.76220
482.32823,13.11993
482.38824,13.48164
482.44824,13.84046
482.50825,14.19921
482.56826,14.55737
482.62826,14.91534
482.68827,15.27620
482.74827,15.63396
482.80828,15.99155
482.86829,16.35092
482.92829,16.70953
482.98830,17.06716
483.04830,17.42484
483.10831,17.78528
483.16832,18.14288
483.22832,18.50059
483.28833,18.86128
483.34833,19.21886
483.40834,19.57736
483.46835,19.93498
483.52835,20.29402
483.58836,20.65121
483.64836,21.00809
483.70837,21.36284
483.76838,21.71862
483.82838,22.07540
483.88839,22.43144
483.94839,22.79036
484.00840,23.14620
484.06841,23.50159
484.12841,23.86066
484.18842,24.21566
484.24842,24.57034
484.30843,24.92771
484.36844,25.28449
484.42844,25.64130
484.48845,25.99984
484.54845,26.35594
484.60846,26.71108
484.66847,27.06863
484.72847,27.42720
484.78848,27.78536
484.84848,28.14221
484.90849,28.49653
484.96850,28.85274
485.02850,29.20893
485.08851,29.56450
485.14851,29.91904
485.20852,30.27563
485.26853,30.63340
485.32853,30.98852
485.38854,31.34356
485.44854,31.69930
485.50855,32.05461
485.56856,32.40934
485.62856,32.76532
485.68857,33.12218
485.74857,33.47768
485.80858,33.83156
485.86859,34.18808
485.92859,34.54518
485.98860,34.89914
486.04860,35.25785
486.10861,35.61143
486.16862,35.96569
486.22862,36.32250
486.28863,36.67748
486.34863,37.03410
486.40864,37.38978
486.46865,37.74237
486.52865,38.09649
486.58866,38.45266
486.64866,38.80965
486.70867,39.16371
486.76868,39.51822
486.82868,39.87471
486.88869,40.22840
486.94869,40.58441
487.00870,40.94045
487.06871,41.29526
487.12871,41.64969
487.18872,42.00555
487.24872,42.35904
487.30873,42.71461
487.36874,43.07010
487.42874,43.42685
487.48875,43.78168
487.54875,44.13372
487.60876,44.48946
487.66877,44.84412
487.72877,45.19819
487.78878,45.55088
487.84878,45.90294
487.90879,46.25550
487.96880,46.60846
488.02880,46.96208
488.08881,47.31750
488.14881,47.67036
488.20882,48.02406
488.26883,48.37596
488.32883,48.72916
488.38884,49.08352
488.44884,49.43696
488.50885,49.79103
488.56886,50.14727
488.62886,50.50139
488.68887,50.85644
488.74887,51.20811
488.80888,51.56143
488.86889,51.91504
488.92889,52.26848
488.98890,52.62160
489.04890,52.97458
489.10891,53.33053
489.16892,53.68149
489.22892,54.03198
489.28893,54.38534
489.34893,54.74000
489.40894,55.09270
489.46895,55.44797
489.52895,55.80134
489.58896,56.15639
489.64896,56.50752
489.70897,56.86024
489.76898,57.21393
489.82898,57.56384
489.88899,57.91336
489.94899,58.26539
490.00900,58.61612
490.06901,58.97082
490.12901,59.32161
490.18902,59.67153
490.24902,60.02201
490.30903,60.37539
490.36904,60.73008
490.42904,61.08139
490.48905,61.43373
490.54905,61.78466
490.60906,62.13497
490.66907,62.48451
490.72907,62.83589
490.78908,63.18823
490.84908,63.54174
490.90909,63.89555
490.96910,64.24830
491.02910,64.59980
491.08911,64.95108
491.14911,65.30262
491.20912,65.65472
491.26913,66.00614
491.32913,66.35471
491.38914,66.70522
491.44914,67.05481
491.50915,67.40582
491.56916,67.75850
491.62916,68.11032
491.68917,68.46208
491.74917,68.81086
491.80918,69.16330
491.86919,69.51688
491.92919,69.86574
491.98920,70.21741
492.04920,70.56747
492.10921,70.91663
492.16922,71.26656
492.22922,71.61896
492.28923,71.96740
492.34923,72.32014
492.40924,72.67076
492.46925,73.02218
492.52925,73.37200
492.58926,73.72281
492.64926,74.07367
492.70927,74.42404
492.76928,74.77457
492.82928,75.12511
492.88929,75.47564
492.94929,75.82846
493.00930,76.17597
493.06931,76.52713
493.12931,76.87727
493.18932,77.22710
493.24932,77.57613
493.30933,77.92666
493.36934,78.27672
493.42934,78.62777
493.48935,78.97919
493.54935,79.32964
493.60936,79.68179
493.66937,80.02837
493.72937,80.37839
493.78938,80.72797
493.84938,81.07546
493.90939,81.42634
493.96940,81.77569
494.02940,82.12643
494.08941,82.47389
494.14941,82.82395
494.20942,83.17234
494.26943,83.52063
494.32943,83.86849
494.38944,84.21809
494.44944,84.56652
494.50945,84.91634
494.56946,85.26397
494.62946,85.60977
494.68947,85.95742
494.74947,86.30491
494.80948,86.65492
494.86949,87.00446
494.92949,87.35538
494.98950,87.70394
495.04950,88.05230
495.10951,88.40339
495.16952,88.75267
495.22952,89.10373
495.28953,89.45247
495.34953,89.79913
495.40954,90.14870
495.46955,90.49886
495.52955,90.84678
495.58956,91.19516
495.64956,91.54364
495.70957,91.88930
495.76958,92.23911
495.82958,92.58665
495.88959,92.93512
495.94959,93.28544
496.00960,93.63492
496.06961,93.98315
496.12961,94.32999
496.18962,94.67665
496.24962,95.02561
496.30963,95.37332
496.36964,95.72176
496.42964,96.07108
496.48965,96.41999
496.54965,96.76684
496.60966,97.11442
496.66967,97.45899
496.72967,97.80697
496.78968,98.15274
496.84968,98.50277
496.90969,98.85109
496.96970,99.19988
497.02970,99.54832
497.08971,99.89765
497.14971,100.24265
497.20972,100.58780
497.26973,100.93599
497.32973,101.28627
497.38974,101.63309
497.44974,101.98278
497.50975,102.32824
497.56976,102.67676
497.62976,103.02104
497.68977,103.36503
497.74977,103.71207
497.80978,104.05931
497.86979,104.40535
497.92979,104.75390
497.98980,105.09977
498.04980,105.44483
498.10981,105.78980
498.16982,106.13370
498.22982,106.48072
498.28983,106.82664
498.34983,107.17366
498.40984,107.52210
498.46985,107.86822
498.52985,108.21599
498.58986,108.56165
498.64986,108.90693
498.70987,109.25345
498.76988,109.59812
498.82988,109.94506
498.88989,110.29054
498.94989,110.63645
499.00990,110.98183
499.06991,111.32980
499.12991,111.67392
499.18992,112.02147
499.24992,112.36561
499.30993,112.70848
499.36994,113.05124
499.42994,113.39969
499.48995,113.74734
499.54995,114.09266
499.60996,114.43745
499.66997,114.78443
499.72997,115.12931
499.78998,115.47755
499.84998,115.82462
499.90999,116.16900
499.97000,116.51329
500.03000,116.85778
500.09001,117.20244
500.15002,117.54703
500.21002,117.89353
500.27003,118.23868
500.33003,118.58442
500.39004,118.93054
500.45005,119.27511
500.51005,119.61996
500.57006,119.96578
500.63006,120.31120
500.69007,120.65523
500.75008,121.00013
500.81008,121.34391
500.87009,121.68956
500.93009,122.03443
500.99010,122.37914
501.05011,122.72076
501.11011,123.06528
501.17012,123.40922
501.23012,123.75451
501.29013,124.09916
501.35014,124.44592
501.41014,124.78961
501.47015,125.13362
501.53015,125.47540
501.59016,0.15483
501.65017,0.49990
501.71017,0.84645
501.77018,1.18944
501.83018,1.53556
501.89019,1.88046
501.95020,2.22504
502.01020,2.56887
502.07021,2.91133
502.13021,3.25345
502.19022,3.59842
502.25023,3.94013
502.31023,4.28352
502.37024,4.62643
502.43024,4.97224
502.49025,5.31504
502.55026,5.66002
502.61026,6.00162
502.67027,6.34640
502.73027,6.68916
502.79028,7.03199
502.85029,7.37261
502.91029,7.71743
502.97030,8.05953
503.03030,8.40183
503.09031,8.74558
503.15032,9.08908
503.21032,9.43178
503.27033,9.77397
503.33033,10.11609
503.39034,10.45874
503.45035,10.80115
503.51035,11.14408
503.57036,11.48490
503.63036,11.82747
503.69037,12.17034
503.75038,12.51456
503.81038,12.85698
503.87039,13.19917
503.93039,13.53837
503.99040,13.88160
504.05041,14.22451
504.11041,14.56590
504.17042,14.91027
504.23042,15.25334
504.29043,15.59599
504.35044,15.93902
504.41044,16.27987
504.47045,16.62117
504.53045,16.96455
504.59046,17.30790
504.65047,17.64681
504.71047,17.99117
504.77048,18.33307
504.83048,18.67463
504.89049,19.01414
504.95050,19.35629
505.01050,19.69689
505.07051,20.03789
505.13051,20.37967
505.19052,20.71967
505.25053,21.06116
505.31053,21.40242
505.37054,21.74416
505.43054,22.08666
505.49055,22.42557
505.55056,22.76772
505.61056,23.10956
505.67057,23.45263
505.73057,23.79394
505.79058,24.13275
505.85059,24.47504
505.91059,24.81426
505.97060,25.15501
506.03060,25.49561
506.09061,25.83520
506.15062,26.17405
506.21062,26.51537
506.27063,26.85793
506.33063,27.19700
506.39064,27.53604
506.45065,27.87665
506.51065,28.21611
506.57066,28.55487
506.63066,28.89362
506.69067,29.23488
506.75068,29.57460
506.81068,29.91373
506.87069,30.25298
506.93069,30.59091
506.99070,30.93092
507.05071,31.27243
507.11071,31.61185
507.17072,31.95162
507.23072,32.29136
507.29073,32.62925
507.35074,32.97050
507.41074,33.31167
507.47075,33.65223
507.53075,33.99117
507.59076,34.33205
507.65077,34.67034
507.71077,35.00942
507.77078,35.34821
507.83078,35.68814
507.89079,36.02477
507.95080,36.36549
508.01080,36.70472
508.07081,37.04548
508.13081,37.38666
508.19082,37.72716
508.25083,38.06365
508.31083,38.40339
508.37084,38.74489
508.43084,39.08410
508.49085,39.42356
508.55086,39.76266
508.61086,40.10077
508.67087,40.43997
508.73087,40.77806
508.79088,41.11512
508.85089,41.45549
508.91089,41.79182
508.97090,42.12897
509.03090,42.46676
509.09091,42.80485
509.15092,43.14161
509.21092,43.48080
509.27093,43.81794
509.33093,44.15478
509.39094,44.49533
509.45095,44.83167
509.51095,45.16842
509.57096,45.50628
509.63096,45.84457
509.69097,46.18338
509.75098,46.51991
509.81098,46.85645
509.87099,47.19167
509.93099,47.52927
509.99100,47.86951
510.05101,48.20670
510.11101,48.54381
510.17102,48.87994
510.23102,49.21805
510.29103,49.55665
510.35104,49.89443
510.41104,50.23082
510.47105,50.56797
510.53105,50.90503
510.59106,51.24132
510.65107,51.58014
510.71107,51.91912
510.77108,52.25382
510.83108,52.59127
510.89109,52.92558
510.95110,53.26301
511.01110,53.59965
511.07111,53.93728
511.13111,54.27469
511.19112,54.60930
511.25113,54.94882
511.31113,55.28407
511.37114,55.62045
511.43114,55.95563
511.49115,56.29099
511.55116,56.62526
511.61116,56.96042
511.67117,57.29839
511.73117,57.63605
511.79118,57.97225
511.85119,58.30646
511.91119,58.64123
511.97120,58.97485
512.03120,59.30968
512.09121,59.64284
512.15122,59.97966
512.21122,60.31763
512.27123,60.65404
512.33123,60.98803
512.39124,61.32400
512.45125,61.65941
512.51125,61.99418
512.57126,62.33141
512.63126,62.66683
512.69127,63.00037
512.75128,63.33610
512.81128,63.67193
512.87129,64.00534
512.93129,64.34216
512.99130,64.67790
513.05131,65.01334
513.11131,65.35139
513.17132,65.68765
513.23132,66.02398
513.29133,66.35831
513.35134,66.69326
513.41134,67.02877
513.47135,67.36460
513.53135,67.69772
513.59136,68.03251
513.65137,68.36619
513.71137,68.70094
513.77138,69.03621
513.83138,69.37105
513.89139,69.70700
513.95140,70.03916
514.01140,70.37387
514.07141,70.70795
514.13141,71.03996
514.19142,71.37662
514.25143,71.71357
514.31143,72.04877
514.37144,72.38414
514.43144,72.71873
514.49145,73.05305
514.55146,73.38711
514.61146,73.72169
514.67147,74.05548
514.73147,74.38853
514.79148,74.72237
514.85149,75.05547
514.91149,75.39115
514.97150,75.72468
515.03150,76.05903
515.09151,76.38969
515.15152,76.72252
515.21152,77.05661
515.27153,77.39256
515.33153,77.72642
515.39154,78.05975
515.45155,78.39110
515.51155,78.72276
515.57156,79.05485
515.63156,79.38564
515.69157,79.71713
515.75158,80.05229
515.81158,80.38596
515.87159,80.71880
515.93159,81.05104
515.99160,81.38398
516.05161,81.71618
516.11161,82.04990
516.17162,82.38225
516.23162,82.71387
516.29163,83.04674
516.35164,83.37957
516.41164,83.71272
516.47165,84.04522
516.53165,84.37656
516.59166,84.71066
516.65167,85.04512
516.71167,85.38020
516.77168,85.71025
516.83168,86.04258
516.89169,86.37600
516.95170,86.71003
517.01170,87.04199
517.07171,87.37532
517.13171,87.70599
517.19172,88.03950
517.25173,88.37060
517.31173,88.70327
517.37174,89.03668
517.43174,89.37148
517.49175,89.70298
517.55176,90.03636
517.61176,90.37067
517.67177,90.70306
517.73177,91.03390
517.79178,91.36468
517.85179,91.69691
517.91179,92.02914
517.97180,92.35914
518.03180,92.69082
518.09181,93.02117
518.15182,93.35460
518.21182,93.68438
518.27183,94.01669
518.33183,94.34671
518.39184,94.67781
518.45185,95.00811
518.51185,95.34113
518.57186,95.67423
518.63186,96.00404
518.69187,96.33691
518.75188,96.66560
518.81188,96.99711
518.87189,97.32658
518.93189,97.65564
518.99190,97.98688
519.05191,98.31776
519.11191,98.64745
519.17192,98.97761
519.23192,99.30603
519.29193,99.63767
519.35194,99.96822
519.41194,100.30078
519.47195,100.63125
519.53195,100.95999
519.59196,101.29237
519.65197,101.62226
519.71197,101.95297
519.77198,102.28358
519.83198,102.61556
519.89199,102.94623
519.95200,103.27834
520.01200,103.60871
520.07201,103.93645
520.13201,104.26917
520.19202,104.59894
520.25203,104.92751
520.31203,105.25610
520.37204,105.58554
520.43204,105.91663
520.49205,106.24605
520.55206,106.57729
520.61206,106.90854
520.67207,107.23635
520.73207,107.56362
520.79208,107.89435
520.85209,108.22270
520.91209,108.55100
520.97210,108.88228
521.03210,109.21376
521.09211,109.54316
521.15212,109.87451
521.21212,110.20580
521.27213,110.53546
521.33213,110.86425
521.39214,111.19205
521.45215,111.52101
521.51215,111.85014
521.57216,112.17920
521.63216,112.50811
521.69217,112.83735
521.75218,113.16353
521.81218,113.49057
521.87219,113.81959
521.93219,114.14854
521.99220,114.47735
522.05221,114.80713
522.11221,115.13799
522.17222,115.46801
522.23222,115.79512
522.29223,116.12434
522.35224,116.45282
522.41224,116.77991
522.47225,117.10944
522.53225,117.43587
522.59226,117.76183
522.65227,118.09040
522.71227,118.41557
522.77228,118.74144
522.83228,119.07066
522.89229,119.39627
522.95230,119.72389
523.01230,120.05107
523.07231,120.37883
523.13231,120.70529
523.19232,121.03219
523.25233,121.36150
523.31233,121.68851
523.37234,122.01705
523.43234,122.34481
523.49235,122.67256
523.55236,122.99840
523.61236,123.32686
523.67237,123.65499
523.73237,123.98325
523.79238,124.31232
523.85239,124.63887
523.91239,124.96559
523.97240,125.29191
524.03240,125.62007
524.09241,0.28470
524.15242,0.61167
524.21242,0.93846
524.27243,1.26406
524.33243,1.59194
524.39244,1.91760
524.45245,2.24400
524.51245,2.56989
524.57246,2.89497
524.63246,3.22346
524.69247,3.54736
524.75248,3.87359
524.81248,4.19845
524.87249,4.52277
524.93249,4.84792
524.99250,5.17359
525.05251,5.49915
525.11251,5.82514
525.17252,6.15234
525.23252,6.47665
525.29253,6.80177
525.35254,7.12737
525.41254,7.45219
525.47255,7.77691
525.53255,8.10215
525.59256,8.42807
525.65257,8.75416
525.71257,9.08122
525.77258,9.40919
525.83258,9.73662
525.89259,10.06012
525.95260,10.38546
526.01260,10.71035
526.07261,11.03558
526.13261,11.36271
526.19262,11.68707
526.25263,12.01153
526.31263,12.33603
526.37264,12.66036
526.43264,12.98521
526.49265,13.30985
526.55266,13.63655
526.61266,13.96355
526.67267,14.28697
526.73267,14.61058
526.79268,14.93425
526.85269,15.26020
526.91269,15.58573
526.97270,15.91040
527.03270,16.23347
527.09271,16.55834
527.15272,16.88156
527.21272,17.20707
527.27273,17.53226
527.33273,17.85826
527.39274,18.18360
527.45275,18.50753
527.51275,18.83212
527.57276,19.15646
527.63276,19.48133
527.69277,19.80614
527.75278,20.12800
527.81278,20.45108
527.87279,20.77564
527.93279,21.09992
527.99280,21.42308
528.05281,21.74642
528.11281,22.06930
528.17282,22.39427
528.23282,22.71558
528.29283,23.03934
528.35284,23.36148
528.41284,23.68691
528.47285,24.01143
528.53285,24.33683
528.59286,24.66234
528.65287,24.98656
528.71287,25.30718
528.77288,25.63275
528.83288,25.95598
528.89289,26.27886
528.95290,26.60048
529.01290,26.92409
529.07291,27.24749
529.13291,27.57126
529.19292,27.89510
529.25293,28.21809
529.31293,28.53996
529.37294,28.86059
529.43294,29.18480
529.49295,29.50875
529.55296,29.83389
529.61296,30.15665
529.67297,30.47863
529.73297,30.80226
529.79298,31.12588
529.85299,31.44896
529.91299,31.77385
529.97300,32.09689
530.03300,32.41880
530.09301,32.74010
530.15302,33.06169
530.21302,33.38293
530.27303,33.70519
530.33303,34.02642
530.39304,34.34679
530.45305,34.66864
530.51305,34.98993
530.57306,35.31198
530.63306,35.63142
530.69307,35.95634
530.75308,36.28096
530.81308,36.59999
530.87309,36.92044
530.93309,37.24185
530.99310,37.56352
531.05311,37.88437
531.11311,38.20735
531.17312,38.53105
531.23312,38.85502
531.29313,39.17850
531.35314,39.50138
531.41314,39.82073
531.47315,40.14320
531.53315,40.46582
531.59316,40.78850
531.65317,41.10857
531.71317,41.43161
531.77318,41.75312
531.83318,42.07233
531.89319,42.39440
531.95320,42.71503
532.01320,43.03564
532.07321,43.35841
532.13321,43.67956
532.19322,43.99972
532.25323,44.31790
532.31323,44.63869
532.37324,44.95933
532.43324,45.27839
532.49325,45.59869
532.55326,45.91750
532.61326,46.23561
532.67327,46.55636
532.73327,46.87719
532.79328,47.19807
532.85329,47.51805
532.91329,47.83866
532.97330,48.16049
533.03330,48.48347
533.09331,48.80508
533.15332,49.12398
533.21332,49.44318
533.27333,49.76274
533.33333,50.08541
533.39334,50.40607
533.45335,50.72563
533.51335,51.04534
533.57336,51.36401
533.63336,51.68177
533.69337,52.00079
533.75338,52.32037
533.81338,52.64072
533.87339,52.95959
533.93339,53.27894
533.99340,53.59837
534.05341,53.91762
534.11341,54.23786
534.17342,54.55910
534.23342,54.87723
534.29343,55.19673
534.35344,55.51310
534.41344,55.83533
534.47345,56.15546
534.53345,56.47628
534.59346,56.79697
534.65347,57.11344
534.71347,57.43309
534.77348,57.75346
534.83348,58.07301
534.89349,58.39320
534.95350,58.71029
535.01350,59.03057
535.07351,59.35041
535.13351,59.67043
535.19352,59.99077
535.25353,60.30771
535.31353,60.62557
535.37354,60.94519
535.43354,61.26222
535.49355,61.58224
535.55356,61.89763
535.61356,62.21694
535.67357,62.53679
535.73357,62.85400
535.79358,63.17444
535.85359,63.49270
535.91359,63.81340
535.97360,64.13214
536.03360,64.45132
536.09361,64.76984
536.15362,65.08876
536.21362,65.40568
536.27363,65.72491
536.33363,66.04105
536.39364,66.35775
